selection_rank,sample_id,pair_key,language,label,raw_relative_path,raw_audio_sha256,decoded_relative_path,decoded_audio_sha256,duration_s,peak,rms_dbfs,clipped_fraction,dc_offset,speech_seconds,speech_segment_count,audio_fingerprint_v1,preparation_status,eligibility_status,rejection_reason,historical_raw_exact_match_count,historical_decoded_exact_match_count,historical_near_match_count,within_pool_near_match_count
73,qwen3_tts_customvoice_aiden_v4_final_salvage:421c4fdd32dfb8dc3999,ru:073:da7254dd38349387b852d6f6d1ff47c98d4e42701bc3eb9e0a16244fba0441a5,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_073_da7254dd3834.wav,a599a49fb47150b98b49bc3ad560fdccb25cc34ef65aedf1fdfe377902411ff7,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/a5/a599a49fb47150b98b49bc3ad560fdccb25cc34ef65aedf1fdfe377902411ff7.wav,2be94ba0ba0eed11cd407b20815a4bcb912a5495d5163298ea22037a7a1430ee,5.6,0.524658203125,-20.57671878829101,0.0,-2.435275486537388e-07,5.25,1,dbe415e037d917e3e81bec18ebff3ff83ffe340783e7d000481c6c1cc2278003,ready,eligible,,0,0,0,0
74,qwen3_tts_customvoice_aiden_v4_final_salvage:bc88b8d9330b2c4b2268,ru:074:4300836fa1f38dc08ef71ece54eb7f2eb6d35d036d63af9c8b8f67afbe33a199,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_074_4300836fa1f3.wav,bb3babc7a0f0abdc8acf9f4455faca057bc2fc6664f5efbec2936836a6f15985,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/bb/bb3babc7a0f0abdc8acf9f4455faca057bc2fc6664f5efbec2936836a6f15985.wav,40b585963e67b53059a8ebbea81af4a66560046ba88cdfb53123770e03eb63af,1.84,0.72283935546875,-17.10862794186889,0.0,-6.056039229683254e-05,1.53,1,000fffff7df063e0ffc0c80034fb000797fc3fff3fffef1fda3fc00080000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
75,qwen3_tts_customvoice_aiden_v4_final_salvage:28bc98ec20f45c62ffa6,ru:075:183832ee3562a1d654618df708e06bcdeb443732715fa381a37402ce971ab998,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_075_183832ee3562.wav,b5ad183ee6170a9fbdd268698ced702591583e5babf3599495e632b54485b988,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/b5/b5ad183ee6170a9fbdd268698ced702591583e5babf3599495e632b54485b988.wav,d87a74cd444605e80490f2771300a141ae0d8d5e35023e88a773e5cf5c6765ca,3.92,0.755523681640625,-17.81888846352325,0.0,-1.3365550917022081e-05,3.51,1,effc37ff373f3ce337ed0fc47fffc3ffdc188007c8180013fbe0e800d0000002,ready,eligible,,0,0,0,0
76,qwen3_tts_customvoice_aiden_v4_final_salvage:51c614627137db99dc5b,ru:076:391e0620d8b941c161cef27100cf9d41d2dc812df1dbf9c29a5c6bddfea6eccc,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_076_391e0620d8b9.wav,dd85d848e6d289ab49a02cc7585a9c337edc4e76cfc36508190e18e184cfb532,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/dd/dd85d848e6d289ab49a02cc7585a9c337edc4e76cfc36508190e18e184cfb532.wav,a1ac328ff9bb0b89c5b107dd65b4d7ca39b5f049d44a00466924ccec3476a4f3,5.52,0.710113525390625,-17.07964576750859,0.0,4.4828566952028136e-05,5.13,1,11bf3ffc34c037e3340f77707fd86effcc1fcbf8eb38cbe080078007d8078000,ready,eligible,,0,0,0,0
77,qwen3_tts_customvoice_aiden_v4_final_salvage:376e4521460c8ccba349,ru:077:a46b7ee0bfc41bd0e8ccaade68d89beeba884c9a14160c721da31126adb9b280,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_077_a46b7ee0bfc4.wav,6802b03ca2606c071016b8b1be92e89ce300fb10552252601d06b6328dfa2517,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/68/6802b03ca2606c071016b8b1be92e89ce300fb10552252601d06b6328dfa2517.wav,ff114f604375ee3422c5c8c1a159b0f9203f6442ceab2e5dcf3929ca80e590ed,2.8,0.73126220703125,-18.15475544328835,0.0,-4.656859806605748e-05,2.46,1,3c3fffffefffefff7ffd3ffff9e0000000000000d000dffea61f0003d3c00000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
78,qwen3_tts_customvoice_aiden_v4_final_salvage:6f07f13c94fcb7220332,ru:078:77560fbdf224712f84edb7b9868a283a0e337d2b208e2942d0edaaf3eaaad871,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_078_77560fbdf224.wav,3b1bcc1791846cee9c0ca2f3c18c64be5cf1c892beb4a9049eebb0e6cffd6848,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/3b/3b1bcc1791846cee9c0ca2f3c18c64be5cf1c892beb4a9049eebb0e6cffd6848.wav,c04bf758c414e765639fd1d25674389cc508bf4c2aca469d27a86eb8de1db56e,2.64,0.701690673828125,-18.295447995224187,0.0,-9.232578855572325e-06,2.28,1,1fff001f13ff1bff7ff1fffc800000003410ffecefecc000ffe2ec03e01f0003,insufficient_speech,rejected,insufficient_speech,0,0,0,0
79,qwen3_tts_customvoice_aiden_v4_final_salvage:9bdac18d54e10d9c8dc3,ru:079:709124203d9c8c57653f8ed331850d296f69dbee1b803ae8fa13ba98afebfa0b,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_079_709124203d9c.wav,a4b1e3bf5eedad4a80004d91616589cab003e70422a90bdc23b99d9936550ce5,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/a4/a4b1e3bf5eedad4a80004d91616589cab003e70422a90bdc23b99d9936550ce5.wav,5724288733cb7a7ee8f9bee457987cb9f13dfb005e0a666d76a7a126ed5dc698,4.88,0.50946044921875,-18.849532393948035,0.0,-7.264731360263512e-05,4.47,1,e01f2fff20707c572feb0e1b001fdfe4ff9fd3ecdfe0fdbcf3e0000390000000,ready,eligible,,0,0,0,0
80,qwen3_tts_customvoice_aiden_v4_final_salvage:c331dcf5ce6c22481015,ru:080:f54ef1a0b636007a726666248371a0f950429dbc50496e47d62f3873d93ca9cb,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_080_f54ef1a0b636.wav,5faf34c8b9c8e1379d6df73db69a6aec6d59b656c22e24950344a0c20a4a2e06,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/5f/5faf34c8b9c8e1379d6df73db69a6aec6d59b656c22e24950344a0c20a4a2e06.wav,7cf632149d60fe255c95e4bb847f40a152dbf21ca4bc80e60c10c85c00ac1826,3.84,0.8973388671875,-16.737163941417474,0.0,5.1587820053100584e-06,3.51,1,3e631abf003b3fc46f984040fffcffffc16305bd80007ffcffce8007f0138000,ready,eligible,,0,0,0,0
81,qwen3_tts_customvoice_aiden_v4_final_salvage:f106fda5af904fa86a9d,ru:081:47e635db4fe50ae61b35ad0ab181d470e88049a71c3749af8bb09d023c0c8b24,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_081_47e635db4fe5.wav,dc38fa8def687015e61fc83e3dab7eec91b9fb68151d40de519755d87efa53d5,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/dc/dc38fa8def687015e61fc83e3dab7eec91b9fb68151d40de519755d87efa53d5.wav,58c742e4bb44c86b7110fcf9bd2d214d874857e3bfddb7254eb7e0f5382256cd,6.88,0.6983642578125,-17.919541228453117,0.0,3.935154094252475e-05,6.3,2,ffffeffc3ffc3403c80393e3821b181feffc3de0401a0010ffe5740403efc000,ready,eligible,,0,0,0,0
82,qwen3_tts_customvoice_aiden_v4_final_salvage:b330b7439634ffd04040,ru:082:e44c38b3d9a52892f5794c2cfcff39ebab9709a450b25760d9d6836d85259db2,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_082_e44c38b3d9a5.wav,329399d6a9592e91f653daf2c2dea563d06c4307ff1436ba5292194839976cae,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/32/329399d6a9592e91f653daf2c2dea563d06c4307ff1436ba5292194839976cae.wav,b6a66bffd4ec95669be0c8dea52754b674a4158fba7512043320ab69cd77b5a7,3.76,0.47650146484375,-22.013494059282532,0.0,-3.8603518871550865e-05,3.12,2,ff1dfe1f7ffc7fff7f3b97c100000000efec0077fe3f81fe00c0f9c0800300a2,ready,eligible,,0,0,0,0
83,qwen3_tts_customvoice_aiden_v4_final_salvage:0c92d996af66111a1487,ru:083:98711abcd47b24298910ce6554ecf1e3e67ccfbb1d94136703f17b724f4d6a79,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_083_98711abcd47b.wav,ed940f68aa9bc2976535e9f346e81b6348a8f2ed4f1e3c8d964b34ade5300ce7,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/ed/ed940f68aa9bc2976535e9f346e81b6348a8f2ed4f1e3c8d964b34ade5300ce7.wav,7a37648b2a9d8e7751b25d6f72cb29b4079fd90f77cb13c1ed8711239d4f5d95,5.84,0.705963134765625,-18.6250034365484,0.0,-3.0004814879534997e-05,5.43,1,c01f4c1ffffdfff4141e13ec3ffd3ffe6fe1eb73ebc09080f408802300030002,ready,eligible,,0,0,0,0
84,qwen3_tts_customvoice_aiden_v4_final_salvage:369329cf8cced298fa6b,ru:084:8935d580f52bd78eec02e7f65a86a0abfeaf80877a71823aa09a68605279bf42,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_084_8935d580f52b.wav,9960bc55b65dcac505420e4cb3604bf3447bd46cc757410959332e4de0d946ba,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/99/9960bc55b65dcac505420e4cb3604bf3447bd46cc757410959332e4de0d946ba.wav,3f1d604ff82d7b4494f2ed033ebfcbe6407c79d4d9e7ac156d601b25305009ea,1.84,0.81622314453125,-18.06571905533224,0.0,-1.8733480702275814e-05,1.41,1,e00017ff0ffc00007460ffff801f7fffeffc3ffdffffda83f900800300020000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
85,qwen3_tts_customvoice_aiden_v4_final_salvage:e927bb9f0c05272bffe4,ru:085:f6dc8d94ca3541bd34bed1e8fa3be32531d91c3c328f415016e996d91feb71b0,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_085_f6dc8d94ca35.wav,3cfd975b5eb4156f14eeee3745f074173820a54465acea81cadfc2b7a5acebfe,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/3c/3cfd975b5eb4156f14eeee3745f074173820a54465acea81cadfc2b7a5acebfe.wav,d51814900ab7b38f16bb7c78cfef2c4812e169d3fbdc2af393e706dfddb04e65,4.64,0.817840576171875,-15.714322671398902,0.0,6.46295218632139e-05,4.26,1,fe1d3e1f3fff14e33ff83ff0fffcbfe061e303ff0003c91fc004c00cc002c000,ready,eligible,,0,0,0,0
86,qwen3_tts_customvoice_aiden_v4_final_salvage:b3f6b394c9068c7a0d19,ru:086:023250c6909c1574436da9990c83ce4ead1a58589aec69864d5e94a76bb8f20c,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_086_023250c6909c.wav,4d8cb015565056b12bc058839002a9add4c8c666add1b807f1fe24915e75e0f8,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/4d/4d8cb015565056b12bc058839002a9add4c8c666add1b807f1fe24915e75e0f8.wav,d67b47d97adc65b390b455806e6448b15a959ba09f91f0a63898b6a76120ecb8,2.48,0.274200439453125,-24.261965000195183,0.0,9.84284185594128e-06,2.04,1,3fd87fff001f000f000bfbe087e0fff8007ffff0c407fe16ffbd0007f9e00000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
87,qwen3_tts_customvoice_aiden_v4_final_salvage:5aa3c8c1faa2688aa634,ru:087:4d22534a3422b45834a44b26de9e0c4511ece0425caf12dedc5bf0bd9852d51e,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_087_4d22534a3422.wav,0ad36b0a032817d280a061ea3d0dd3e5bf6835480190551284635780dcb52f8d,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/0a/0ad36b0a032817d280a061ea3d0dd3e5bf6835480190551284635780dcb52f8d.wav,2a233fe617ea3ac2aad038f84745b4fa5c4a3ce69fb8f2fd16fcb306b8328f61,4.32,0.76708984375,-15.87649103233533,0.0,7.446606953938802e-06,3.96,1,cbe0c132c5ec1ac09bff74273f5f081b3f9d763fa003fcc037fc0003effcc000,ready,eligible,,0,0,0,0
88,qwen3_tts_customvoice_aiden_v4_final_salvage:e938f8edc183cd8ad1d2,ru:088:a683dcc76305b404368bd58bbf65001af2f2e54f847c08571609987771d06309,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_088_a683dcc76305.wav,7fc499e54e65a39fe6879f1a2744c86d2cef2fd88fe07ac76ee4235e61bf9ec9,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/7f/7fc499e54e65a39fe6879f1a2744c86d2cef2fd88fe07ac76ee4235e61bf9ec9.wav,c706685203202c568fe6fac3e5308d740660e7524b18829fdf7132a2313f44fe,4.24,0.670166015625,-17.825601131751437,0.0,-9.892571647212191e-06,3.84,1,3e7c00331ff71bff3fef63e8ffdeffef441f0003e410fd80e80cd3f080018000,ready,eligible,,0,0,0,0
89,qwen3_tts_customvoice_aiden_v4_final_salvage:7131774cb08cb159436d,ru:089:37fe48220d6ca449af0384b655af999e13ce9d6bf83424b737fc406f9cbc9b87,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_089_37fe48220d6c.wav,41ab623cf4cda49dfcf17aaedccab35f5e4fdc1085f2ba8e190194fa3747d33d,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/41/41ab623cf4cda49dfcf17aaedccab35f5e4fdc1085f2ba8e190194fa3747d33d.wav,cdc0a56f71c20c1432144de80095c9751545bca648499741eb6bde1638aff4c6,4.8,0.46710205078125,-19.256126297741577,0.0,1.635471979777018e-05,4.38,1,fbe07ffc67feeddfeffdc23f3fbf000017e33ffc201fd800dc00804390030000,ready,eligible,,0,0,0,0
90,qwen3_tts_customvoice_aiden_v4_final_salvage:99cf5b93fc55d927bd2b,ru:090:b2b61ee25c580fb36e5d75d6918a7d67b00c2212ffc459fc6f6fe46d19871a0a,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_090_b2b61ee25c58.wav,dba19a44999c46c0d2aed65a7a9b552ed451f2b7713b3610b4964c5f8471879f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/db/dba19a44999c46c0d2aed65a7a9b552ed451f2b7713b3610b4964c5f8471879f.wav,571a55867c9363a897f6e039a2826730cf170bbf347d8272ce7f4d3eb4c957f7,6.64,0.7442626953125,-17.00250949104361,0.0,-4.861900605351092e-05,6.3,1,10413fff17ff002335ff7ffc06e785c0e9e0ef1ee81f7f1cc2a3d800fa188000,ready,eligible,,0,0,0,0
91,qwen3_tts_customvoice_aiden_v4_final_salvage:f81308d6c51af824efad,ru:091:708a61b7b113e523e4ac5d7b6835badb55a1f3333dad439eef5d2da0f5ab20d4,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_091_708a61b7b113.wav,05fb95598521501118e9322ee27df0020e87dc92f972dc6daac0d8ba1eb64868,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/05/05fb95598521501118e9322ee27df0020e87dc92f972dc6daac0d8ba1eb64868.wav,a3495d345722c18bb0a020136772adfea5565f19936e2b19f68657ea0ea9f7c1,8.0,0.730224609375,-18.10757549596683,0.0,-5.530333518981934e-05,7.47,2,7fff3ffd2dfaffffc03cee40fd1f83601abf0080000fffc0d3a7f41000430000,ready,eligible,,0,0,0,0
92,qwen3_tts_customvoice_aiden_v4_final_salvage:bc7164e1ef21723a8a49,ru:092:9ee493a9c916dd7704a9fb5d77af3990abcc9be622bb6a2d0f0e372e865714ce,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_092_9ee493a9c916.wav,0f7bac528271ae5da4e7413bfd6ebf4b945bd8cc31c5205b8ad03da0a79a14d1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/0f/0f7bac528271ae5da4e7413bfd6ebf4b945bd8cc31c5205b8ad03da0a79a14d1.wav,a120def46225ee1a34c9e1e3300c27afa0cb9a850ac43a87c212a1a73015640a,4.64,0.46112060546875,-19.665064686787215,0.0,4.743707591089709e-05,4.26,1,ffbf17ff37ff7fedc0000000001f7e5feff4081be9e3ee3e9000ffe091c00000,ready,eligible,,0,0,0,0
93,qwen3_tts_customvoice_aiden_v4_final_salvage:51d35a72a4ace6ecb547,ru:093:7dcb04339bfdaae8c3e9cf929ab3ea294dd0aae55f1e9f4d5f3a85d190cc17f4,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_093_7dcb04339bfd.wav,8749e19d95346f1e1b674589a05e82e356785b9ad46db29a1a8a9dab131209a6,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/87/8749e19d95346f1e1b674589a05e82e356785b9ad46db29a1a8a9dab131209a6.wav,0fb6657afe73656f999a2ca0846823433c309e7274e79ad462eaf9cda0326c12,3.12,0.669281005859375,-15.87208707309303,0.0,1.2402656750801282e-05,2.76,1,ebfde0e4c000c000e3c21ff41a78101f3fff3ddf153f9f807d80ee7fe62b0003,ready,eligible,,0,0,0,0
94,qwen3_tts_customvoice_aiden_v4_final_salvage:29a731c595f80c751f1c,ru:094:e20eb6cce06f5c1f58bed465e0e54a98b282894e009f2276d270f75888800a22,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_094_e20eb6cce06f.wav,1d4318987e8c23a7a2eb5060de4a5be359ef943c8fc49ca12f4647f8d56ab132,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/1d/1d4318987e8c23a7a2eb5060de4a5be359ef943c8fc49ca12f4647f8d56ab132.wav,f1dc8d7708e98e6103db8d665845c6b1f956e1fc0b8223b28fe53450d89078a1,4.72,0.522216796875,-18.427300206120513,0.0,-5.020933636164261e-06,4.29,1,f9e03ff47ffffe3cc43f00020000000d80473fc33fff43c3ec1cffebd3b88010,ready,eligible,,0,0,0,0
95,qwen3_tts_customvoice_aiden_v4_final_salvage:2257e3206a70485b02dd,ru:095:40de14d171df5e5585a7e6deac35d3f3a82305814749353d52c1fab73beb722e,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_095_40de14d171df.wav,59197fb3e74e8b79d1d1ca231f28b847c328866c636811a45ce03d52f333ed69,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/59/59197fb3e74e8b79d1d1ca231f28b847c328866c636811a45ce03d52f333ed69.wav,5a89f8d2ff54e50fa2e3b58c3c2d32eb03f1e45d621ccdfb30a3376bb40687b7,9.6,0.617431640625,-20.174424445971894,0.0,-2.8836727142333986e-06,8.370000000000001,3,37fd7ffc0fdfffb8601cf9c703e000003fdf003fde2f8402efe3d012f8608001,ready,eligible,,0,0,0,0
96,qwen3_tts_customvoice_aiden_v4_final_salvage:8b3e5deec8bb8629c6ea,ru:096:f7d56bb8d77e6c10c136050558616a2b5d200e5d951f983bad0497b8b756a01a,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_096_f7d56bb8d77e.wav,f40ab02438494c0a7655c394cc79944985c69a0267455b19f0b48344e2810044,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/f4/f40ab02438494c0a7655c394cc79944985c69a0267455b19f0b48344e2810044.wav,12f93f7b6af97b0ce2c75e23c6d8b50a39399cb27e43b635766ee6b107e6aeec,3.84,0.632904052734375,-19.78670956789086,0.0,1.5236437320709229e-05,3.21,2,3fbc09473fc4c0801a1a13fb3fdc3fff37ffc027c463e7fdec38f800c003c000,ready,eligible,,0,0,0,0
97,qwen3_tts_customvoice_aiden_v4_final_salvage:850d744818ff52b9b8b2,ru:097:e51c1f4bf2ad858ccc4474597ce9c8920a5d1f6fd0a23efffbb9e9f89139adb2,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_097_e51c1f4bf2ad.wav,cb82f9fc27c27b0a107640d6ce7be033a25af584e439cf162ca64fca540ec3d3,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/cb/cb82f9fc27c27b0a107640d6ce7be033a25af584e439cf162ca64fca540ec3d3.wav,534c6b0bf313ceebd9fba189e3df7f9545c1475445978f119061648c85c2188a,6.88,0.7330322265625,-18.40679251928073,0.0,-1.3057575669399528e-05,6.54,1,f3f8e9bbfc370007001f8008fe001ffb3fff3ffc17e7c000fffc44470000ebc0,ready,eligible,,0,0,0,0
98,qwen3_tts_customvoice_aiden_v4_final_salvage:3cb56f2163ecb318497b,ru:098:234036ee3cfa12f67b6fb0dd7c7d9503ec3c4688b9eacd58740de992f91d2445,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_098_234036ee3cfa.wav,044e0932ad2e147734a5b4d3eb4b7caaf2815333a8fd9ff8acc22d68ac26f9f1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/04/044e0932ad2e147734a5b4d3eb4b7caaf2815333a8fd9ff8acc22d68ac26f9f1.wav,6f122e453582cea84965ec174d2f96926c86ca5942c0717f64f001f0f98bb776,6.16,0.7166748046875,-16.468618594970103,0.0,5.107018854710963e-05,5.79,1,1bef1a3f3ffcefc037fff7f9effb3427c006000011103fffec1fc800c0c0c000,ready,eligible,,0,0,0,0
99,qwen3_tts_customvoice_aiden_v4_final_salvage:b492f81d3670a66b9de0,ru:099:eb6d32f1de72a46da3a01b1a057ad95583d81200094b76b16bd15d255156bbdb,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_099_eb6d32f1de72.wav,306c26a32b6937ad7295f5d9d9cd50f7d7249b6f035ae17371e991e3a2302e62,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/30/306c26a32b6937ad7295f5d9d9cd50f7d7249b6f035ae17371e991e3a2302e62.wav,3283ae3aac3a99d7167485956ae701dc7f1707e026e0f8898aa3dfd85635c125,4.72,0.500396728515625,-21.03626998295553,0.0,-1.9550323486328125e-05,4.41,1,2e3b3fef3fdf001703c7ffe47ffcefe043fbd0030018dc9cfd1c8023f0608000,ready,eligible,,0,0,0,0
100,qwen3_tts_customvoice_aiden_v4_final_salvage:fcb3db545d22caf27f94,ru:100:bba62b12a653a17eae808da4ddd036e76ab7c80aa76114c941cd84a6a4bf6083,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_100_bba62b12a653.wav,f8247510609c9044f08bb2d425a406076bbcd1b130918fa45d5cc3a3a083c62e,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/f8/f8247510609c9044f08bb2d425a406076bbcd1b130918fa45d5cc3a3a083c62e.wav,b63df760786c5a9de9c2dd066917c282194ea3b9622ba24fc5f04ae299703e7f,3.76,0.7236328125,-16.96024424695837,0.0,2.6035308837890626e-05,3.45,1,001f0ffd783f3fe43fcf17e3e3ffcffc0000c018ee3ffec231e3fd10d0008000,ready,eligible,,0,0,0,0
101,qwen3_tts_customvoice_aiden_v4_final_salvage:b4972271717fdd15fd29,ru:101:c50555d49e174ac926170eef127e4308bb79e1db38a3bfb64ba70445b811e6de,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_101_c50555d49e17.wav,b9012c1db87260fa904b5405154b6c66f1c5b3d205692e98a6e8f22a5eba431f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/b9/b9012c1db87260fa904b5405154b6c66f1c5b3d205692e98a6e8f22a5eba431f.wav,2ce49119f7883e7059011c74018668da2004962f73239048cc2f29b68422f74c,2.0,0.7288818359375,-16.77625373165927,0.0,-6.57510757446289e-05,1.65,1,1be01bfe1be13fff241f000f641ffc1feff3fbffefe0f7fcd4008000c0000000,insufficient_speech,rejected,insufficient_speech,0,0,0,0
102,qwen3_tts_customvoice_aiden_v4_final_salvage:246dcb29a05e21830385,ru:102:7ecb2c4fa6aa99a596069d3d0fdddeb84a1353799ecf87d0d315692f9bd7fd52,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_102_7ecb2c4fa6aa.wav,70f519d982e449f49bbb70f058a930c2a3ac5dfce76410efdb5e8bc73cd3b9c1,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/70/70f519d982e449f49bbb70f058a930c2a3ac5dfce76410efdb5e8bc73cd3b9c1.wav,ea284c8142be2e571b999148fcbc04904886e3ef6191400a1f6c0e5c3da2b937,3.84,0.967254638671875,-15.576776987493076,0.0,-2.249578634897868e-05,3.54,1,c000fd8ec1503bff7663000f0bff0fff3f951bff3efbf420e4088000fff4c000,ready,eligible,,0,0,0,0
103,qwen3_tts_customvoice_aiden_v4_final_salvage:056363bb6ae621ffe5f2,ru:103:65cbb6d3e1a69ac8deb760b6a3515603603c4d14fca877b788e0a10109db06b1,ru,spoof,raw/v4/xlsr_sls_model_v4_final_recovery_materialization_v1/ru_qwen/ru_qwen_103_65cbb6d3e1a6.wav,8f9fe0f272614b4b07412b0fa043b6b794eb2eb729fa313c9659c45faa8e4a7f,processed/v4/xlsr_sls_model_v4_final_salvage_materialization_v1/ru_spoof/8f/8f9fe0f272614b4b07412b0fa043b6b794eb2eb729fa313c9659c45faa8e4a7f.wav,c2242cbc1909f1923966e2fe5fc28fb0f5b5bdbe588c04a58f8942cfe444e2c4,3.76,0.843170166015625,-17.208467942877114,0.0,-1.9966795089397026e-05,3.42,1,ffffffff7fff07c3c8323fff7ffb341f37ed80000000e8000000dbfcc0048000,ready,eligible,,0,0,0,0
