selection_rank,target_state,candidate_id,pair_id,generator_route_id,generator_family,source_component,archive_transcript_member,transcript_relative_path,transcript_file_sha256,transcript_size_bytes,text_hash,canonical_text_hash,normalized_utf8_bytes,normalized_characters,status
2879,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_15_2_004,v4:kk:Train/parliament/mazhilis_15_2_004,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_15_2_004.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_15_2_004.txt,0a401b3f53726ba33474d21eea1ccbe4e2f86f65d7b8116f29bb9c7a747c27ca,384,0a401b3f53726ba33474d21eea1ccbe4e2f86f65d7b8116f29bb9c7a747c27ca,0a401b3f53726ba33474d21eea1ccbe4e2f86f65d7b8116f29bb9c7a747c27ca,384,206,verified_for_synthesis
2880,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_27_600,v4:kk:Train/parliament/mazhilis_27_600,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_27_600.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_27_600.txt,e173ff2ea81d945bd4731a966be0988ae357df91487ad0bf648f2eeabf3fa2ae,456,e173ff2ea81d945bd4731a966be0988ae357df91487ad0bf648f2eeabf3fa2ae,e173ff2ea81d945bd4731a966be0988ae357df91487ad0bf648f2eeabf3fa2ae,456,242,verified_for_synthesis
2881,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e81d828e9,v4:kk:Train/tv_news/5fa2e81d828e9,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e81d828e9.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e81d828e9.txt,ff28b69a16fb7543f1e4a4ad03eaf2a9237b57eabc9705bba878df1fc17c061e,95,ff28b69a16fb7543f1e4a4ad03eaf2a9237b57eabc9705bba878df1fc17c061e,ff28b69a16fb7543f1e4a4ad03eaf2a9237b57eabc9705bba878df1fc17c061e,95,51,verified_for_synthesis
2882,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_24_166,v4:kk:Train/parliament/mazhilis_24_166,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_24_166.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_24_166.txt,c6588696120670c56c27069b8c5bd18576ab5cb46700a5a82965bda0f31bf043,140,c6588696120670c56c27069b8c5bd18576ab5cb46700a5a82965bda0f31bf043,c6588696120670c56c27069b8c5bd18576ab5cb46700a5a82965bda0f31bf043,140,74,verified_for_synthesis
2883,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_25_101,v4:kk:Train/radio/01_25_101,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_25_101.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_25_101.txt,654a30c951adfdfc53bec4b6b00c6f85d191e45a966e64ecafb3a561fd1cbd72,158,654a30c951adfdfc53bec4b6b00c6f85d191e45a966e64ecafb3a561fd1cbd72,654a30c951adfdfc53bec4b6b00c6f85d191e45a966e64ecafb3a561fd1cbd72,158,85,verified_for_synthesis
2884,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_03_316,v4:kk:Train/parliament/mazhilis_03_316,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_03_316.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_03_316.txt,0375be5d080c84f434b7418b848e66226729149c2762623e70a6d9696d7b621f,162,0375be5d080c84f434b7418b848e66226729149c2762623e70a6d9696d7b621f,0375be5d080c84f434b7418b848e66226729149c2762623e70a6d9696d7b621f,162,88,verified_for_synthesis
2885,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_06_202,v4:kk:Train/podcasts/04_06_202,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_06_202.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_06_202.txt,6103e66197eea0201c1847c6acab97cd56fdde132beac4b1b2253b8c23efdaca,325,6103e66197eea0201c1847c6acab97cd56fdde132beac4b1b2253b8c23efdaca,6103e66197eea0201c1847c6acab97cd56fdde132beac4b1b2253b8c23efdaca,325,173,verified_for_synthesis
2886,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_10_705,v4:kk:Train/podcasts/04_10_705,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_10_705.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_10_705.txt,fef2bd31e7edc37958b5e858ea2b35e2e6824068203305ae2aa5e5a54520c7ac,42,fef2bd31e7edc37958b5e858ea2b35e2e6824068203305ae2aa5e5a54520c7ac,fef2bd31e7edc37958b5e858ea2b35e2e6824068203305ae2aa5e5a54520c7ac,42,22,verified_for_synthesis
2887,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_64_204,v4:kk:Train/radio/01_64_204,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_64_204.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_64_204.txt,a49149b8e1fff1d84d0fdbddc29814b464dd7b7b11f72ddd25131cb5a1dc9f41,154,a49149b8e1fff1d84d0fdbddc29814b464dd7b7b11f72ddd25131cb5a1dc9f41,a49149b8e1fff1d84d0fdbddc29814b464dd7b7b11f72ddd25131cb5a1dc9f41,154,83,verified_for_synthesis
2888,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fd038268393f,v4:kk:Train/tv_news/5fd038268393f,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fd038268393f.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fd038268393f.txt,7404d628d66bd7f8a2685992a55094de3b987989f2520e5ce1eb8f69f6f00694,124,7404d628d66bd7f8a2685992a55094de3b987989f2520e5ce1eb8f69f6f00694,7404d628d66bd7f8a2685992a55094de3b987989f2520e5ce1eb8f69f6f00694,124,66,verified_for_synthesis
2889,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/601d1b4466494,v4:kk:Train/tv_news/601d1b4466494,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/601d1b4466494.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/601d1b4466494.txt,2c49c838eda0dc87387ad98202f2327321ee1eb4c9795f99d72ca882a58d36f9,79,2c49c838eda0dc87387ad98202f2327321ee1eb4c9795f99d72ca882a58d36f9,2c49c838eda0dc87387ad98202f2327321ee1eb4c9795f99d72ca882a58d36f9,79,43,verified_for_synthesis
2890,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cf7adafe6,v4:kk:Train/tv_news/5f71cf7adafe6,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71cf7adafe6.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71cf7adafe6.txt,bb1a8ea7d3eb2b903e004e5ab0d555a275ec723112f8ef3b9e2fe7d01f875315,179,bb1a8ea7d3eb2b903e004e5ab0d555a275ec723112f8ef3b9e2fe7d01f875315,bb1a8ea7d3eb2b903e004e5ab0d555a275ec723112f8ef3b9e2fe7d01f875315,179,96,verified_for_synthesis
2891,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_16_1_388,v4:kk:Train/parliament/mazhilis_16_1_388,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_16_1_388.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_16_1_388.txt,14e2d7cd3f52c45e0785652f39b4ea164f7602b8c50ab20a02efe1c888a5b207,40,14e2d7cd3f52c45e0785652f39b4ea164f7602b8c50ab20a02efe1c888a5b207,14e2d7cd3f52c45e0785652f39b4ea164f7602b8c50ab20a02efe1c888a5b207,40,21,verified_for_synthesis
2892,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/6006d3060a48f,v4:kk:Train/tv_news/6006d3060a48f,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/6006d3060a48f.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/6006d3060a48f.txt,ef93760ddd5fd9c22a0c0b2d1f1fa82c77db8598025daea78ee6ee84bfd6ad25,163,ef93760ddd5fd9c22a0c0b2d1f1fa82c77db8598025daea78ee6ee84bfd6ad25,ef93760ddd5fd9c22a0c0b2d1f1fa82c77db8598025daea78ee6ee84bfd6ad25,163,87,verified_for_synthesis
2893,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_23_461,v4:kk:Train/radio/01_23_461,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/radio,ISSAI_KSC2/Train/radio/01_23_461.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_23_461.txt,c4937d444eaa8b944560537b28354e01e9fe6fe6e430fcd80607c400c4323bd2,76,c4937d444eaa8b944560537b28354e01e9fe6fe6e430fcd80607c400c4323bd2,c4937d444eaa8b944560537b28354e01e9fe6fe6e430fcd80607c400c4323bd2,76,41,verified_for_synthesis
2894,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_20_411,v4:kk:Train/radio/01_20_411,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_20_411.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_20_411.txt,e2f6487579923a3a240927914f7ac0c63393e10b8b3cf05dda7cc5797c47c0b0,70,e2f6487579923a3a240927914f7ac0c63393e10b8b3cf05dda7cc5797c47c0b0,e2f6487579923a3a240927914f7ac0c63393e10b8b3cf05dda7cc5797c47c0b0,70,38,verified_for_synthesis
2895,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_641,v4:kk:Train/parliament/senate_15_641,kk-mms-kaz-v1,mms_vits_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_15_641.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_15_641.txt,264852ee32a36fb4c6e367fc3c6679264b1dec3aa6722565a71ce32a00a9bb6d,353,264852ee32a36fb4c6e367fc3c6679264b1dec3aa6722565a71ce32a00a9bb6d,264852ee32a36fb4c6e367fc3c6679264b1dec3aa6722565a71ce32a00a9bb6d,353,190,verified_for_synthesis
2896,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/mazhilis_20_632,v4:kk:Train/parliament/mazhilis_20_632,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/mazhilis_20_632.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/mazhilis_20_632.txt,cb0600d7da5d86ba966062699643a26dad21ce8df362f5f959a2085e9b75142e,306,cb0600d7da5d86ba966062699643a26dad21ce8df362f5f959a2085e9b75142e,cb0600d7da5d86ba966062699643a26dad21ce8df362f5f959a2085e9b75142e,306,165,verified_for_synthesis
2897,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_11_284,v4:kk:Train/talkshow/01_11_284,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_11_284.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_11_284.txt,edf31042fd69de8b64ab716f82b715280c986650c63b72bd9d4c7eb468c14902,238,edf31042fd69de8b64ab716f82b715280c986650c63b72bd9d4c7eb468c14902,edf31042fd69de8b64ab716f82b715280c986650c63b72bd9d4c7eb468c14902,238,128,verified_for_synthesis
2898,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_80_043,v4:kk:Train/radio/01_80_043,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_80_043.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_80_043.txt,5f84f7c0d96ad66c15da029a39a7149a6188d0808ba4f2fd180478a517f09e63,139,5f84f7c0d96ad66c15da029a39a7149a6188d0808ba4f2fd180478a517f09e63,5f84f7c0d96ad66c15da029a39a7149a6188d0808ba4f2fd180478a517f09e63,139,74,verified_for_synthesis
2899,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_93_170,v4:kk:Train/radio/01_93_170,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_93_170.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_93_170.txt,82fa0c259f7eb203d5a47418694bc3d0a6a4a19141009d3f17087c76a44d06ab,76,82fa0c259f7eb203d5a47418694bc3d0a6a4a19141009d3f17087c76a44d06ab,82fa0c259f7eb203d5a47418694bc3d0a6a4a19141009d3f17087c76a44d06ab,76,42,verified_for_synthesis
2900,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_62_235,v4:kk:Train/radio/01_62_235,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_62_235.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_62_235.txt,e4e470f24527cf03fbc141aea396b36978e7d0b57c8b8aefa3c41399a7131c6d,78,e4e470f24527cf03fbc141aea396b36978e7d0b57c8b8aefa3c41399a7131c6d,e4e470f24527cf03fbc141aea396b36978e7d0b57c8b8aefa3c41399a7131c6d,78,40,verified_for_synthesis
2901,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_33_076,v4:kk:Train/podcasts/03_33_076,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_33_076.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_33_076.txt,4dd9f7d94a4695b680a4c67e0102d750fae6bb9bcba60391ad6704bf1b29fafc,70,4dd9f7d94a4695b680a4c67e0102d750fae6bb9bcba60391ad6704bf1b29fafc,4dd9f7d94a4695b680a4c67e0102d750fae6bb9bcba60391ad6704bf1b29fafc,70,38,verified_for_synthesis
2902,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_37_010,v4:kk:Train/radio/01_37_010,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_37_010.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_37_010.txt,3b2c88779b7f13a6cccd17d9cf54a2c156f995975a6da50f7b3d25503505c062,187,3b2c88779b7f13a6cccd17d9cf54a2c156f995975a6da50f7b3d25503505c062,3b2c88779b7f13a6cccd17d9cf54a2c156f995975a6da50f7b3d25503505c062,187,100,verified_for_synthesis
2903,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_06_203,v4:kk:Train/radio/01_06_203,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_06_203.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_06_203.txt,01f4cfa8ed97a168e23c8ad505624ada93c5d59fcb5b9f1a52759365f3547465,64,01f4cfa8ed97a168e23c8ad505624ada93c5d59fcb5b9f1a52759365f3547465,01f4cfa8ed97a168e23c8ad505624ada93c5d59fcb5b9f1a52759365f3547465,64,35,verified_for_synthesis
2904,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_14_108,v4:kk:Train/radio/01_14_108,kk-piper-issai-high-v1,piper_neural_tts,Train/radio,ISSAI_KSC2/Train/radio/01_14_108.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_14_108.txt,c2194febab20b87c8dea42c93130271eeb9219bc0b7701b86d0cdbd2c26bdef9,119,c2194febab20b87c8dea42c93130271eeb9219bc0b7701b86d0cdbd2c26bdef9,c2194febab20b87c8dea42c93130271eeb9219bc0b7701b86d0cdbd2c26bdef9,119,63,verified_for_synthesis
2905,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_248,v4:kk:Train/parliament/senate_15_248,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_15_248.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_15_248.txt,b669e7284ed76a02ca2cafc11f38f8d175667598cb25f632194ffa5110a6298e,460,b669e7284ed76a02ca2cafc11f38f8d175667598cb25f632194ffa5110a6298e,b669e7284ed76a02ca2cafc11f38f8d175667598cb25f632194ffa5110a6298e,460,244,verified_for_synthesis
2906,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_20_1174,v4:kk:Train/parliament/senate_20_1174,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_20_1174.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_20_1174.txt,2d69ea347da1378800315f396c62796231120104a85d8f63e0bd3efeb42ac4eb,110,2d69ea347da1378800315f396c62796231120104a85d8f63e0bd3efeb42ac4eb,2d69ea347da1378800315f396c62796231120104a85d8f63e0bd3efeb42ac4eb,110,60,verified_for_synthesis
2907,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e8a2a052e,v4:kk:Train/tv_news/5fa2e8a2a052e,kk-mms-kaz-v1,mms_vits_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e8a2a052e.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e8a2a052e.txt,0977197e7ef8e4dce435d4c7f5fe2311590c7a47bf3bc16c46442309f8ef6cad,201,0977197e7ef8e4dce435d4c7f5fe2311590c7a47bf3bc16c46442309f8ef6cad,0977197e7ef8e4dce435d4c7f5fe2311590c7a47bf3bc16c46442309f8ef6cad,201,108,verified_for_synthesis
2908,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f71cfd12025e,v4:kk:Train/tv_news/5f71cfd12025e,kk-piper-issai-high-v1,piper_neural_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f71cfd12025e.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f71cfd12025e.txt,28aec8acf2ec7e9a93e6035f23205b5fa98f2319e023653c302df407309cb37e,194,28aec8acf2ec7e9a93e6035f23205b5fa98f2319e023653c302df407309cb37e,28aec8acf2ec7e9a93e6035f23205b5fa98f2319e023653c302df407309cb37e,194,105,verified_for_synthesis
2909,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/01_02_480,v4:kk:Train/podcasts/01_02_480,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/01_02_480.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/01_02_480.txt,945bc3902202cfc31ecf259ae545566a2450d69df06e0e391e9115a36097dcbc,286,945bc3902202cfc31ecf259ae545566a2450d69df06e0e391e9115a36097dcbc,945bc3902202cfc31ecf259ae545566a2450d69df06e0e391e9115a36097dcbc,286,151,verified_for_synthesis
2910,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_12_158,v4:kk:Train/parliament/senate_12_158,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_12_158.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_12_158.txt,3a396c44b5c149030d218b3575b54260c94250a4e96aee2ccbeacf8b196f6f69,213,3a396c44b5c149030d218b3575b54260c94250a4e96aee2ccbeacf8b196f6f69,3a396c44b5c149030d218b3575b54260c94250a4e96aee2ccbeacf8b196f6f69,213,114,verified_for_synthesis
2911,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/04_04_313,v4:kk:Train/podcasts/04_04_313,kk-mms-kaz-v1,mms_vits_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/04_04_313.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/04_04_313.txt,4480fdb7aa9c9d2c5aec410d432e5611b87d4068763867d2d19a9114f259d852,186,4480fdb7aa9c9d2c5aec410d432e5611b87d4068763867d2d19a9114f259d852,4480fdb7aa9c9d2c5aec410d432e5611b87d4068763867d2d19a9114f259d852,186,100,verified_for_synthesis
2912,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_03_044,v4:kk:Train/talkshow/01_03_044,kk-piper-issai-high-v1,piper_neural_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_03_044.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_03_044.txt,d5878dc51317e8ded58fb74d1b3df7c5d6e1c1cfb3c8fde5fff54b494fd8b3d5,200,d5878dc51317e8ded58fb74d1b3df7c5d6e1c1cfb3c8fde5fff54b494fd8b3d5,d5878dc51317e8ded58fb74d1b3df7c5d6e1c1cfb3c8fde5fff54b494fd8b3d5,200,108,verified_for_synthesis
2913,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fa2e831e6393,v4:kk:Train/tv_news/5fa2e831e6393,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fa2e831e6393.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fa2e831e6393.txt,fc65d53a9ec22ae6786e8b0ab8828d8bbcb550e6e68221e16e81e585d33d3404,123,fc65d53a9ec22ae6786e8b0ab8828d8bbcb550e6e68221e16e81e585d33d3404,fc65d53a9ec22ae6786e8b0ab8828d8bbcb550e6e68221e16e81e585d33d3404,123,66,verified_for_synthesis
2914,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_56_561,v4:kk:Train/radio/01_56_561,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/radio,ISSAI_KSC2/Train/radio/01_56_561.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_56_561.txt,59180850bbbfa8687cf0556bffb7950d35701e26c9c6bbc294fd596b023302e5,60,59180850bbbfa8687cf0556bffb7950d35701e26c9c6bbc294fd596b023302e5,59180850bbbfa8687cf0556bffb7950d35701e26c9c6bbc294fd596b023302e5,60,32,verified_for_synthesis
2915,target,xlsr_sls_model_v4_kk_spoof:Train/talkshow/01_72_078,v4:kk:Train/talkshow/01_72_078,kk-mms-kaz-v1,mms_vits_tts,Train/talkshow,ISSAI_KSC2/Train/talkshow/01_72_078.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/talkshow/01_72_078.txt,b843623fa817b287ebe71d262568729b700d0099d7c51a25b28c7062513b60b0,211,b843623fa817b287ebe71d262568729b700d0099d7c51a25b28c7062513b60b0,b843623fa817b287ebe71d262568729b700d0099d7c51a25b28c7062513b60b0,211,114,verified_for_synthesis
2916,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_22_156,v4:kk:Train/parliament/senate_22_156,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_22_156.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_22_156.txt,55af0ad14090687c7771ea180abc979362fcaf574f3f3ba54cdc8566faf69ad1,143,55af0ad14090687c7771ea180abc979362fcaf574f3f3ba54cdc8566faf69ad1,55af0ad14090687c7771ea180abc979362fcaf574f3f3ba54cdc8566faf69ad1,143,76,verified_for_synthesis
2917,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5f7107178fd15,v4:kk:Train/tv_news/5f7107178fd15,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5f7107178fd15.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5f7107178fd15.txt,2c2ebf9eec1d4f0c0ae3af9f515747483e52a19ed270bfee2d12c30a7abddfb2,102,2c2ebf9eec1d4f0c0ae3af9f515747483e52a19ed270bfee2d12c30a7abddfb2,2c2ebf9eec1d4f0c0ae3af9f515747483e52a19ed270bfee2d12c30a7abddfb2,102,54,verified_for_synthesis
2918,target,xlsr_sls_model_v4_kk_spoof:Train/tv_news/5fe2a6230e8ea,v4:kk:Train/tv_news/5fe2a6230e8ea,kk-kazemotts-v1,gradtts_hifigan_emotional_tts,Train/tv_news,ISSAI_KSC2/Train/tv_news/5fe2a6230e8ea.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/tv_news/5fe2a6230e8ea.txt,1a5ca21e52f3da441ba222c9ede18bf2fe48c6d62739443963c731fa9a5236e1,61,1a5ca21e52f3da441ba222c9ede18bf2fe48c6d62739443963c731fa9a5236e1,1a5ca21e52f3da441ba222c9ede18bf2fe48c6d62739443963c731fa9a5236e1,61,33,verified_for_synthesis
2919,target,xlsr_sls_model_v4_kk_spoof:Train/radio/01_86_239,v4:kk:Train/radio/01_86_239,kk-mms-kaz-v1,mms_vits_tts,Train/radio,ISSAI_KSC2/Train/radio/01_86_239.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/radio/01_86_239.txt,3a4613bfd29ef7dd4818c17d6684a9a13c024b3fac6cf3e2e27f73fb304f2a79,285,3a4613bfd29ef7dd4818c17d6684a9a13c024b3fac6cf3e2e27f73fb304f2a79,3a4613bfd29ef7dd4818c17d6684a9a13c024b3fac6cf3e2e27f73fb304f2a79,285,154,verified_for_synthesis
2920,target,xlsr_sls_model_v4_kk_spoof:Train/parliament/senate_15_196,v4:kk:Train/parliament/senate_15_196,kk-piper-issai-high-v1,piper_neural_tts,Train/parliament,ISSAI_KSC2/Train/parliament/senate_15_196.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/parliament/senate_15_196.txt,564536a1f373a548a1af4edbf1c012677784b9ad53407ff8b65ed813957df191,87,564536a1f373a548a1af4edbf1c012677784b9ad53407ff8b65ed813957df191,564536a1f373a548a1af4edbf1c012677784b9ad53407ff8b65ed813957df191,87,47,verified_for_synthesis
2921,target,xlsr_sls_model_v4_kk_spoof:Train/podcasts/03_40_105,v4:kk:Train/podcasts/03_40_105,kk-sparktts-v1,llm_bicodec_controlled_tts,Train/podcasts,ISSAI_KSC2/Train/podcasts/03_40_105.txt,raw/v4/xlsr_sls_model_v4_kk_spoof_texts_v1/Train/podcasts/03_40_105.txt,d8c87a3bec67fc4d3932e493f37483cf1dc1dd7b08475d2bf73f923fecf414ab,283,d8c87a3bec67fc4d3932e493f37483cf1dc1dd7b08475d2bf73f923fecf414ab,d8c87a3bec67fc4d3932e493f37483cf1dc1dd7b08475d2bf73f923fecf414ab,283,152,verified_for_synthesis
